publication_type	publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	coverage_depth	coverage_notes	publisher_name	linking_issn
serial	KRTHA BHAYANGKARA	1978-8991	2721-5784	2020	14		2022	16				container_dornj2r47za6hf3pncqpns4fbm	fulltext		Universitas Bhayangkara Jakarta Raya	1978-8991
serial	Phytoprotection (Québec)	0031-9511	1710-1603	1990	71		2018	98				container_6jhqr6gvtbg7zlbgcq2kdn2rru	fulltext		Consortium Erudit	0031-9511
serial	Ekonomska Misao i Praksa	1330-1039	1848-963X	2018	29		2022	31				container_edol66afivf3ljsvobgkvltusq	fulltext		University of Dubrovnik	1330-1039
serial	International Journal of Genomics	2314-436X	2314-4378	2013	2013		2022	2022				container_qe5jsynkezfovmnttfiupg7j3m	fulltext		Hindawi Limited	2314-436X
serial	Bullettin of the Gioenia Academy of Natural Sciences of Catania		0393-7143	2015	48		2022	55				container_c4qa5odw7bcy7kisknjt3znile	fulltext		Accademia Gioenia di Scienze Naturali di Catania	0393-7143
serial	Hungarian Journal of Industry and Chemistry	0133-0276	2450-5102	2015	43		2022	50				container_sajitzgkenc43bg54rhxwcsmnm	fulltext		University of Pannonia	0133-0276
serial	Reports of Morphology	1818-1295	2616-6194	2018	24		2022	28				container_6oivyov4qvdbfkrmmvlcp63ihu	fulltext		Vinnytsia National Pyrogov Memorial Medical University	1818-1295
serial	Jurnal Tekno	1907-5243	2655-8416	2019	16		2022	18				container_li3s4jtl2vdkjls55loljkg4zq	fulltext		Universitas Bina Darma	1907-5243
serial	Acta Scientiarum Human and Social Sciences	1679-7361	1807-8656	2000	22		2022	44				container_u6j3ugwxvrcltht2g7qqhoffn4	fulltext		Universidade Estadual de Maringa	1679-7361
serial	Revista da Sociedade Brasileira de Fonoaudiologia	1516-8034	1982-0232	2008	13		2012	17				container_m6f3ovus5fhanccyscu5v6rgam	fulltext		SciELO	1516-8034
serial	Revista Teoria e Evidência Econômica	0104-0960	2318-8448	2013	19		2021	27				container_jo43kvli5fhplnfq6lhbxn66iu	fulltext		Universidade de Passo Fundo	0104-0960
serial	Informatics and Automation	2713-3192	2713-3206	2021	20		2022	21				container_uivmlmonz5hatf5xkuvdosd6wu	fulltext		SPIIRAS	2713-3192
serial	Lingüística y Literatura	0120-5587	2422-3174	2016	36		2022	43				container_mudzgdgqlzdqjhm773q5m6evza	fulltext		Universidad de Antioquia	0120-5587
serial	Journal of Optimization	2356-752X	2314-6486	2013	2013		2022	2022				container_hyddt2ogyzdgzojhwwnoa64kca	fulltext		Hindawi Limited	2314-6486
serial	Jurnal Bidang Ilmu Kesehatan	1693-6868		2021	11		2022	12				container_ylrw5g3qc5bc5hnomqjbvxwyvu	fulltext			1693-6868
serial	Fauna Norvegica	1502-4873	1891-5396	2008	26		2022	41				container_4th4wwfuljgghmj57ys3tl2koy	fulltext		Norwegian University of Science and Technology Library	1502-4873
serial	Language Circle	1858-0157	2460-853X	2020	14		2021	16				container_v3fthaoixrhcdnan7ypj2j2gy4	fulltext		Universitas Negeri Semarang	1858-0157
serial	Trends in Computational and Applied Mathematics		2676-0029	2021	22		2022	23				container_35oq6mafgbgjzegeual6jvtrii	fulltext		Brazilian Society for Computational and Applied Mathematics	2676-0029
serial	Revista Educación en Ingeniería	1900-8260	1900-8260	2017	12		2021	16				container_fizlupsa2nfjhdjbtg2kpz2bsq	fulltext		Asociacion Colombiana de Facultades de Ingenieriia (ACOFI)	1900-8260
serial	International Journal for Studies in Mathematics Education		2176-5634	2016	10		2022	15				container_i6pbdp4llfcola5lbbppgl57sy	fulltext		Editora e Distribuidora Educacional	2176-5634
serial	ISRN Gastroenterology	2090-4398	2090-4401	2011	2011		2014	2014				container_aryz6osfc5cbrmte3arbbupdfu	fulltext		Hindawi (International Scholarly Research Network)	2090-4398
serial	International Journal of Asia-Pacific Studies	1823-6243	1823-6243	2016	12		2023	19				container_2dj67v4llzbdvphchzn64jqkuq	fulltext		Penerbit Universiti Sains Malaysia	1823-6243
serial	Eko-Regional	1907-6827	2620-8849	2017	12		2021	16				container_okwjrnsc6jckxkwhjsjfgbhnuy	fulltext		Universitas Jenderal Soedirman	1907-6827
serial	Arqueologia	0327-5159	1853-8126	2019	25		2022	28				container_sz6fzb53cjezndfx6wgu5jvene	fulltext		Editorial de la Facultad de Filosofia y Letras - Universidad de Buenos Aires	0327-5159
serial	Revista Brasileira de Segurança Pública	1981-1659	2595-0258	2019	13		2022	16				container_qpjhqlwl5bgp7avjxbom63rme4	fulltext		Revista Brasileira de Seguranca Publica	1981-1659
serial	Asy-Syari'ah	2086-9029	2654-5675	2016	18		2021	23				container_6tkrqvwkmbhbpgjzigw6lqxbzu	fulltext		Sunan Gunung Djati State Islamic University of Bandung	2086-9029
serial	Linguagem e Ensino	1415-1928	1983-2400	2019	22		2022	25				container_4cade5u3djbyja4fj7chbvhe5y	fulltext		Universidade Federal de Pelotas	1415-1928
serial	Egyptian Journal of Genetics and Cytology	0046-161X	0046-161X	2010	39		2018	46				container_64pumuud6zg43fjdyek5cwj22i	fulltext		Egypts Presidential Specialized Council for Education and Scientific Research	0046-161X
serial	Personality Neuroscience		2513-9886	2018	1		2022	5				container_p6m2rpguqbdstjadsltx73dw3a	fulltext		Cambridge University Press	2513-9886
serial	Pulmonary Medicine	2090-1836	2090-1844	2010	2010		2023	2023				container_ookhc6xooveo5awmrzxnvcx7ue	fulltext		Hindawi Limited	2090-1844
serial	Journal of Crystallization Process and Technology	2161-7678	2161-7686	2011	1		2021	10				container_7sowjd23hfdpto7mewj57jmajq	fulltext		Scientific Research Publishing, Inc	2161-7678
serial	Agricultura		1581-5439	2015	12		2022	19				container_6fn7w7xwfbetdj6t4bhwlfynlm	fulltext		Sciendo	1580-8424
serial	Communitas	1023-0556	2415-0525	2017	22		2021	26				container_xz62y6nwebearexokitkzzkjiq	fulltext		AFRICAN SUN MeDIA	1023-0556
serial	Al-Ta'dib. Jurnal kajian ilmu kependidikan	1979-4908	2598-3873	2020	13		2023	15				container_ctzcjczj7fhwjefm3g6fgappcm	fulltext		Institut Agama Islam Negeri Kendari	1979-4908
serial	Studia Philosophiae Christianae	0585-5470	2720-0531	2016	51		2022	58				container_axadc7bih5hw7g6i5ng5nawt3m	fulltext		Uniwersytet Kardynala Stefana Wyszynskiego	0585-5470
serial	Case Reports in Vascular Medicine	2090-6986	2090-6994	2011	2011		2021	2021				container_nvdd6us3wfdzdmhoamiokvqzg4	fulltext		Hindawi Limited	2090-6994
serial	Herald of Kiev Institute of Business and Technology	2707-1820	2707-1839	2019	39		2022	48				container_ghxmhzj4wjgjxemqikhxqyctki	fulltext		Kiev Institute of Business and Technology LLC	2707-1820
serial	Pediatría (Asunción)	1683-979X	1683-9803	2018	45		2022	49				container_ftedtbwrknhwpliwhhpvu2guma	fulltext		Sociedad Paraguaya de Pediatría	1683-979X
serial	Služba Božja	0037-7074	1849-1057	2019	59		2022	62				container_mdtllv2ofvekznplqnijeaxu5i	fulltext		Katolicki bogoslovni fakultet Sveucilista u Splitu	0037-7074
serial	Molecular Case Studies	2373-2865	2373-2873	2018	4		2021	8				container_vr52omacmbd27ilxbmtacnil3a	fulltext		Cold Spring Harbor Laboratory	2373-2873
serial	Archives of Psychiatry Research	2671-1079	2671-2008	2019	55		2021	57				container_hsyyywy5ozgxpmh2y4clociqhi	fulltext		Sestre Milosrdnice University Hospital Center (KBC Sestre milosrdnice)	2671-1079
serial	Jurnal Administrasi Negara	1410-8399	2615-3424	2017	23		2022	28				container_wdtldqxr2jbnzkrxtvsmqdg5ua	fulltext		Sekolah Tinggi Ilmu Administrasi-Lembaga Adminstrasi Negara - STIA LAN - Makassar	1410-8399
serial	Fordítástudomány	1419-7480		2020	21		2021	23				container_4xffjmcxwbeczetm7md6jvmgr4	fulltext		Forditastudomany	1419-7480
serial	Psikovidya	0853-8050	2502-6925	1970	22		2022	25				container_d7ie27wedzbm7prxlp5mhlzq3m	fulltext		LPPM Universitas Wisnuwardhana	2502-6925
serial	Politėks. Političeskaja ėkspertiza	1818-4499	2618-9577	2019	15		2022	18				container_f24qieut3jbzdnfw2ou2ms6eym	fulltext		Izdatelstvo Sankt-Peterburgskogo Universiteta	1818-4499
serial	Malaysian Journal of Public Health Medicine	1675-0306	2590-3829	2002	17		2020	20				container_yggyf7mopvgztbauur4btin6mq	fulltext		Malaysian Public Health Physicians' Association	2590-3829
serial	Jurnal Ekonomi dan Industri	0853-5248	2656-3169	2009	14		2022	23				container_tsnjc77cdvebjnjrntdy3lpvci	fulltext		Program Studi Magister Manajemen Universitas Krisnadwipayana	0853-5248
serial	WSEAS Transactions on Heat and Mass Transfer	1790-5044	2224-3461	2020	15		2022	17				container_ijfynrarubejphbqy4hwan4ome	fulltext		World Scientific and Engineering Academy and Society (WSEAS)	1790-5044
serial	Current Gerontology and Geriatrics Research	1687-7063	1687-7071	2008	2008		2023	2023				container_2jyjtkaauzf6rctkmsfz6tgrvm	fulltext		Hindawi Limited	1687-7063
serial	Social Transformations in Contemporary Society	2345-0126	2345-0126	2013	2013		2016	2016				container_nrxbypi57rccxjqqwqgjlnvzqy	fulltext		Mykolas Romeris University	2345-0126
serial	Critique and Semiotics	2307-1737		2019	10		2022	40				container_yvq74jhhsvc4rfcwobqkrr7jwe	fulltext		Novosibirsk State University (NSU)	2307-1737
serial	Attanwir. Jurnal kajian keislaman dan pendidikan	2252-5238		2020	11		2022	13				container_np6rsysx2ncibli3lpctvt3se4	fulltext		LP3M Sekolah Tinggi Agama Islam Attanwir Bojonegoro	2252-5238
serial	Median : Jurnal Ilmu Ilmu Eksakta	1979-7540	2614-4298	2019	11		2022	14				container_mvaxhym4zfamrkyoe2rfbspwfm	fulltext		Universitas Muhammadiyah Sorong	1979-7540
serial	Central European Public Administration Review	2591-2240	2591-2259	2019	17		2022	20				container_kvz5tynfjbgqbcrzkslzgogtmy	fulltext		Faculty of Administration, University of Ljubljana	2591-2240
serial	Media komunikasi FIS. Jurnal ilmiah ilmu sosial	1412-8683	2714-7800	2020	19		2021	20				container_ctdchojwvbbexp7phc3hsdmoia	fulltext		Fakultas Ilmu Sosial, Universitas Pendidikan Ganesha	1412-8683
serial	Archives of Civil Engineering	1230-2945	1230-2945	2010	56		2022	65				container_z25fzkznibfgbbp3cevhrutnaq	fulltext		De Gruyter Open Sp. z o.o.	1230-2945
serial	Revista de Ciências Exatas e Tecnologia	1980-1793	2178-6895	2016	11		2020	14				container_r77juntm45cn5izttwp4wi6qqe	fulltext		Editora e Distribuidora Educacional	1980-1793
serial	Revista Chilena de Educación Matemática	0718-1213	2452-5448	2020	12		2022	14				container_lrsw5a52bfeivlftqevrcrfeeq	fulltext		Sociedad Chilena de Educacion Matematica	2452-5448
serial	Journal of Environmental Sciences. Mansoura University	1110-192X		2018	47		2020	49				container_yfb3kbxex5b4bg42xdqsif56hu	fulltext			1110-192X
serial	Migraciones Internacionales	1665-8906	1665-8906	2019	10		2020	11				container_f3id6ysjf5fd7gnuuzgay5xaee	fulltext		El Colegio de la Frontera Norte A.C	1665-8906
serial	Vilnius University Proceedings		2669-0233	2019	10		2022	38				container_ceorj4rugvdwfefumnjt33wy6i	fulltext		Vilnius University	2669-0233
serial	Endovascular Neuroradiology	2304-9359	2663-6964	2018	20		2020	34				container_7t3yn7hta5hv3pnp3xbpcgejdy	fulltext		NGO Allukrainian Association of Endovascular Neuroradiology	2304-9359
serial	Huitzil	1870-7459	1870-7459	2009	10		2022	23				container_qkz5bggv7rbjxlatj5litlq2hu	fulltext		Huitzil - Revista Mexicana de Ornitologia	1870-7459
serial	Tuberculosis Research and Treatment	2090-150X	2090-1518	2010	2010		2022	2022				container_ccsibsifxngdlckd6qkknzebte	fulltext		Hindawi Limited	2090-150X
serial	Annales UMCS Physica	0137-6861	2300-7559	2013	68		2017	71				container_iqeb5svwpjfpnjhxuh4llk4kze	fulltext		Wydawnictwo Uniwersytetu Marii Curie-Skłodowskiej w Lublinie	0137-6861
serial	Vìsnik Dnìpropetrovsʹkogo Unìversitetu: Serìâ Psihologìâ	2414-9268	2415-7244	2007	16		2017	23				container_wxj6kygcnjanvoihb3dx3wtesm	fulltext		Oles Honchar Dnipropetrovsk National University	2414-9268
serial	Relaciones de la Sociedad Argentina de Antropología	0325-2221	1852-1479	2021	46		2022	47				container_hdg6aiws5ncojih5i7tlgailzi	fulltext		Sociedad Argentina de Antropología	0325-2221
serial	Democrazia e diritti sociali		2610-9166	2018	2018		2019	2019				container_bjsnl5453zew5lkv2butcugceq	fulltext		Edizioni Università di Cassino	2610-9166
serial	Information Impact: Journal of Information and Knowledge Management	2141-4297	2360-994X	2021	11		2022	12				container_mnziek3ra5eyznubqpczmhwmay	fulltext		Information Practioners Network, Nigeria	2360-994X
serial	Cuadernos de prehistoria y arqueología de la Universidad de Granada	2174-8063	2659-9295	2019	29		2021	31				container_e5273htvare5xk3tilqckldhi4	fulltext		Departamento de Prehistoria y Arqueología, Universidad de Granada	2174-8063
serial	Revista Electrónica Gestión de las Personas y Tecnología	0718-5693	0718-5693	2020	13		2022	15				container_wq54v2d3trfxbjh4xv54dg26im	fulltext		Universidad de Santiago de Chile	0718-5693
serial	Ask: Research and Methods	1234-9224	2544-0799	2018	26		2020	29				container_m7rofwkqmbdhnlcj3q2kevb5xa	fulltext		The Ohio State University Libraries	1234-9224
serial	Scientific Bulletin of Valahia University: Materials and Mechanics	1844-1076	2537-3161	2016	14		2022	18				container_hzei5g2buba4pbqpqzptwjitmu	fulltext		Valahia University Press	1844-1076
serial	JEPI (Jurnal Ekonomi dan Pembangunan Indonesia)	1411-5212	2406-9280	2018	19		2022	22				container_cugjssa6knbmhawaid6fq4ilze	fulltext		Department of Economics	1411-5212
serial	Etnološka Tribina	0351-1944	1848-9540	2014	44		2022	52				container_qtnn2uzrrbbtnoejl4czhzawoi	fulltext		Croatian Ethnological Society	0351-1944
serial	Entremeios		2179-3514	2016	12		2019	22				container_du6yp3j6dfcppjnrcvxsd35yte	fulltext		Programa de Pos-Graduacao em Ciencias da Linguagem - PPGCL/UNIVAS	2179-3514
serial	Naucni casopis urgentne medicine - Halo 194	2334-6477	2334-6477	2021	27		2022	28				container_6ulioemmqzhg3fvqdj2fg72fna	fulltext		Centre for Evaluation in Education and Science	2334-6477
serial	Estudos Linguísticos	1413-0939	1413-0939	2017	46		2022	51				container_xno7nbj5kzhfvfivgrszgqqe44	fulltext		Grupo de Estudos Linguisticos do Estado de Sao Paulo	1413-0939
serial	Ostrava Journal of English Philology	1803-8174	2571-0257	2020	12		2023	14				container_42km7lvm3zg6rjriurkulfhmaq	fulltext		University of Ostrava	1803-8174
serial	Revista Processus de Estudos de Gestão, Jurídicos e Financeiros	2237-2342	2178-2008	2019	10		2020	11				container_mszebvbh6fdptjtj4ywlyv7qya	fulltext		Jonas Rodrigo Gonçalves	2178-2008
serial	Política	0716-1077	0716-1077	2011	44		2020	58				container_7hbk624s35fbnmsgro47pssgiq	fulltext		Universidad de Chile	0716-1077
serial	Tsantsa: Zeitschrift der Schweizerischen Ethnologischen Gesellschaft	1420-7834	2673-5377	2015	20		2022	27				container_puusf5pnqrh3lhawphnf5qb34u	fulltext		University of Bern	1420-7834
serial	Semina Scientiarum	1644-3365	2391-6850	2011	10		2019	17				container_fypywuqgsbeq7pzvooeau6rc6u	fulltext		Pontifical Universtiy of John Paul II in Krakow	1644-3365
serial	Media, culture and public relations	1333-6371	1848-8374	2018	10		2021	12				container_eifr4bkj2bdgrmgy5ato3g72rq	fulltext		Croatian Communication Association	1333-6371
serial	Journal of the Foot & Ankle		2675-2980	2020	14		2022	16				container_2bis66ux4vh4niemlszaxh5zua	fulltext		Associacao Brasileira de Medicina e Cirurgia do Tornozelo e Pe (ABTPe)	2675-2980
serial	Case Reports in Oncological Medicine	2090-6706	2090-6714	2011	2011		2022	2022				container_ewjpdspcifa6xowcdq6oaxeare	fulltext		Hindawi Limited	2090-6706
serial	Gestalt Theory	0170-057X	2519-5808	2008	30		2020	42				container_kwzqj4zkanebxnygzzw74zu3au	fulltext		Walter de Gruyter GmbH	0170-057X
serial	International journal of computers and communications		2074-1294	2020	14		2022	16				container_baxmrsds5bcrhfe7tma54dssmy	fulltext		North Atlantic University Union (NAUN)	2074-1294
serial	Mekanika	1412-7962	2579-3144	2017	16		2021	20				container_wbxiribhajbk5l7qts777egg44	fulltext		Universitas Sebelas Maret	1412-7962
serial	Sleep Disorders	2090-3545	2090-3553	2011	2011		2022	2022				container_cm4mjoqnmjbufndencn67q64gu	fulltext		Hindawi Limited	2090-3553
serial	Acta Biologica	1230-3976	2353-3013	2015	22		2021	28				container_t2oqar7s3vb5bgguyoumr5ddp4	fulltext		University of Szczecin	1230-3976
serial	Profesi (Profesional Islam): Media Publikasi Penelitian	1907-512X	2548-9933	2016	14		2023	21				container_bptpd6locrgthjbggpyzwq2cri	fulltext		STIKES PKU Muhammadiyah Surakarta	1907-512X
serial	Open Journal of Antennas and Propagation	2329-8421	2329-8413	2013	1		2020	8				container_6wuiyyy5lzhvbmctn2dxerunk4	fulltext		Scientific Research Publishing, Inc	2329-8421
serial	MOZAIK HUMANIORA	2442-8469	2442-935X	2020	19		2022	22				container_duszfynvpjgwxjxu3q6xzdxyni	fulltext		Universitas Airlangga	2442-935X
serial	Treballs d Arqueologia	1134-9263	2339-6490	2010	17		2022	24				container_32qax3rd3vgqvisznujzmlanue	fulltext		Universitat Autonoma de Barcelona	1134-9263
serial	Journal of Educational Sciences	1454-7678	2457-8673	2018	37		2022	47				container_sfps5k3wdvcmjffed5pft6b5rq	fulltext		Universitatea Vest din Timisoara	1454-7678
serial	Memorandum		1676-1669	2019	36		2020	37				container_rzedlg4uk5e37ikbbi5t6om6cu	fulltext		"Grupo de Pesquisa ""Estudos em Psicologia e Ciências Humanas: História e Memória"", Universidade Federal de Minas Gerais"	1676-1669
serial	Vascular Biology	2516-5658	2516-5658	2019	1		2021	3				container_k65kupfqana7jhtn3zkwd63mty	fulltext		Bioscientifica	2516-5658
serial	Cuadernos.info	0719-3661	0719-367X	2013	32		2018	41				container_g3p5auoqrnapjmmzxynb7mcgh4	fulltext		Pontificia Universidad Catolica de Chile	0719-3661
serial	Jurnal Tarbiyah	0854-2627	2597-4270	2017	24		2022	29				container_aboqqi6yt5e7dhvpkj23yv2bze	fulltext		UIN Sumatera Utara Medan	0854-2627
serial	International Journal of Inflammation	2090-8040	2042-0099	2010	2010		2021	2021				container_tn3jewoo25brroe5ndfec7dl4e	fulltext		Hindawi Limited	2042-0099
serial	Kastamonu Üniversitesi Orman Fakültesi Dergisi	1303-2399	1309-4181	2014	14		2016	16				container_cmfe3vwbszdklc3qiyxxvbmfbi	fulltext		Kastamonu University	1309-4181
serial	Differential Equations and Nonlinear Mechanics	1687-4099	1687-4102	2006	2006		2010	2010				container_zzwnghqabveazlkjqmnm5fuoim	fulltext		Hindawi Limited	1687-4099
serial	Journal of Menopausal Medicine	2288-6478	2288-6761	2013	19		2020	26				container_dfnmr2rxt5cvflt4sevzai77si	fulltext		The Korean Society of Menopause (KAMJE)	2288-6478
serial	Rehabilitation Research and Practice	2090-2867	2090-2875	2010	2010		2021	2021				container_yulrsfychvcixpynp5iqxh3tpy	fulltext		Hindawi Limited	2090-2867
serial	Data Envelopment Analysis and Decision Science	2195-4496	2195-4496	2012	2012		2018	2018				container_gathceca45fzdjpjxbi5xu2zfu	fulltext		ISPACS GmbH	2195-4496
serial	História & Perspectivas	0103-409X	2176-4352	2017	30		2019	58				container_xclv7aqjjzfxxpgfptfmhvxkvi	fulltext		EDUFU - Editora da Universidade Federal de Uberlandia	0103-409X
serial	Indonesian Journal of Educational Studies	2621-6736	2621-6744	2019	22		2020	23				container_zzt7mykd6jbtljbnd5hqz7eww4	fulltext		Universitas Negeri Makassar	2621-6736
