publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	oclc_number
Mennonite Historian	0700-8066		1975-09	1	1	2008-12	34	4	https://archive.org/details/pub_mennonite-historian		pub_mennonite-historian		fulltext		Canadian Conference of Mennonite Brethren Churches 01_serials-process.sh 1039816.IAILL.20220526.mrc 1039816.IAILL.20220526_all.mrc 1039816.IAILL.20220612.mrc 5gaps.txt ALL_20211205.jsonl ALL_20220116.jsonl ALL_20220128.jsonl ALL_20220217.jsonl ALL_20220221.jsonl ALL_20220301.jsonl ALL_20220307.jsonl ALL_20220320.jsonl ALL_20220418.jsonl ALL_20220510.jsonl ALL_20220516.jsonl ALL_20220526.jsonl ALL_20220612.jsonl ALL_20230727.jsonl ALL_20230824.jsonl ALL_20231115.jsonl ALL_20231115.jsonl.bak ALL_20240507.jsonl ALL_20240712.jsonl ALL_20250122.jsonl ALL_20250731.jsonl BOSTON_SCAN.tmp.jsonl GTU-OCLCs.tsv IA_Serials_20220510_test0001.mrc IA_Serials_20220510_test0002.mrc IA_Serials_20220516_test0001.mrc InternetArchive_Global_Serials_20230727.txt InternetArchive_Global_Serials_20230824.txt InternetArchive_Global_Serials_20231115.txt InternetArchive_Global_Serials_20231115.txt.bak InternetArchive_Global_Serials_20240507.txt InternetArchive_Global_Serials_20240712.txt InternetArchive_Global_Serials_20250122.txt InternetArchive_Serials_20211205.txt InternetArchive_Serials_20220116.txt InternetArchive_Serials_20220128.txt InternetArchive_Serials_20220217.txt InternetArchive_Serials_20220221.txt InternetArchive_Serials_20220301.txt InternetArchive_Serials_20220307.txt InternetArchive_Serials_20220320.txt InternetArchive_Serials_20220418.txt InternetArchive_Serials_20220510.txt InternetArchive_Serials_20220516.txt InternetArchive_Serials_20220526.txt InternetArchive_Serials_20220612.txt InternetArchive_Serials_KBART_20240712.zip InternetArchive_Serials_KBART_20250122.zip OCLC-record-matching-map.tsv OCN-already-present.tsv UHM-OCLCs-Sheet1.tsv allOCNs_20220127.tsv batch-check.sh check-these.tsv check-these_CHECKED_001.tsv check607.log check707.log check807.log check907.log count-identifers.sh exclude.lst gapcheck.py generate-serial-input.sh get-issues.sh homeideas.lst issn-wo-ocn.lst issn-wo-ocn.tsv last-issue-pre1950.tsv last-ocn-notmatch.tsv lhrgen.py multis-to-check.lst nogapcheck.log nogapcheck2.log nohup.out ocn-check.py ocn-remove-remaining.tsv ocn-to-remove.tsv serials_20211205.jsonl serials_20220116.jsonl serials_20220127_ORIG.jsonl serials_20220128.jsonl serials_20220217.jsonl serials_20220221.jsonl serials_20220301.jsonl serials_20220307.jsonl serials_20220320.jsonl serials_20220418.jsonl serials_20220510.jsonl serials_20220516.jsonl serials_20220526.jsonl serials_20220612.jsonl serials_20230727.jsonl serials_20230824.jsonl serials_20231115.jsonl serials_20240507.jsonl serials_20240712.jsonl serials_20250122.jsonl serials_20250731.jsonl setOCN.py test.tsv to-clean.lst wcat work Centre for Mennonite Brethren Studies	serial								F	1080285067
Mennonite Historical Bulletin 1940-2012	0025-9357		1940-04	1	1	2012-10	73	3-4	https://archive.org/details/pub_mennonite-historical-bulletin		pub_mennonite-historical-bulletin		fulltext		Historical Committee of the Mennonite Church	serial								F	1713995
Mennonite Life 1985-1999	0025-9365		1977-03	32	1	1999-12	54	4	https://archive.org/details/pub_mennonite-life		pub_mennonite-life		fulltext		Bethel College	serial								F	1757111
Mennonite Quarterly Review	0025-9373		1926-01	10	1	2017-01	91	1-4	https://archive.org/details/pub_mennonite-quarterly-review		pub_mennonite-quarterly-review		fulltext		Goshen College	serial								F	
Mennonite Research Journal	0025-9381		1960-04	1	1	1977-07	18	3	https://archive.org/details/pub_mennonite-research-journal		pub_mennonite-research-journal		fulltext		Lancaster Mennonite Historical Society	serial								F	1779841
Men's Fitness 1992-1996	1541-2776		1992-01	8	1	1996-12	12	12	https://archive.org/details/pub_mens-fitness		pub_mens-fitness		fulltext		American Media, Inc.	serial								F	47942435
Men's Health 1989-2014	1054-4836		1989-03	4	1	2014-12	29	10	https://archive.org/details/pub_mens-health		pub_mens-health		fulltext		Rodale Inc.	serial								F	1049501851
Men's Wear of Canada 1975-1979	0025-9535		1975-01	66	1	1979-12	70	12	https://archive.org/details/pub_mens-wear-of-canada		pub_mens-wear-of-canada		fulltext		Maclean-Hunter Business Publications	serial								F	1193547797
Mensaje	0716-0062		1951-10	1	1	2015-12	64	645	https://archive.org/details/pub_mensaje		pub_mensaje		fulltext			serial								F	3659595
Mental Health Digest 1969-1973	0025-9659		1969-01	1	1	1973-12	5	12	https://archive.org/details/pub_mental-health-digest		pub_mental-health-digest		fulltext		Superintendent of Government Documents	serial								F	1068219047
Mental Hygiene News 1972-1978	0047-6757		1972-01	43	1	1978-03	49	3	https://archive.org/details/pub_mental-hygiene-news		pub_mental-hygiene-news		fulltext		State of New York	serial								F	1929338
The Mentor			1913-01	1	1	1926-01	13	12	https://archive.org/details/pub_mentor-1913		pub_mentor-1913		fulltext		Crowell Publishing Company	serial								F	33433226
Mercator, or Commerce Retrieved 1713-1714			1713-03		123	1714-07		181	https://archive.org/details/pub_mercator-or-commerce-retrieved		pub_mercator-or-commerce-retrieved		fulltext		Open Court Publishing Co	serial								F	
Mercer Law Review 1974-2009	0025-987X		1974-09	26	1	2009-12	60	2	https://archive.org/details/pub_mercer-law-review		pub_mercer-law-review		fulltext		Georgia Legal History Foundation, Inc.	serial								F	1124197599
Merchandising 1976-1986	0362-3920		1976-03	1	1	1986-02	11	2	https://archive.org/details/pub_merchandising		pub_merchandising		fulltext		Miller Freeman Inc.	serial								F	1084829418
Merchandising Week 1907-1976	0025-9888		1907-01	1	1	1976-02	108	4	https://archive.org/details/pub_merchandising-week		pub_merchandising-week		fulltext			serial								F	930264578
The Merchant's Magazine and Commercial Review 1839-1870			1839-07	1	1	1870-12	63	6	https://archive.org/details/pub_merchants-magazine-and-commercial-review		pub_merchants-magazine-and-commercial-review		fulltext		Open Court Publishing Co	serial								F	
The Merck Manual of Diagnosis and Therapy	0076-6526		1977-01			2011-01			https://archive.org/details/pub_merck-manual-of-diagnosis-and-therapy		pub_merck-manual-of-diagnosis-and-therapy		fulltext		Merck Publishing Group	serial								F	8414269
Mercure de France : série moderne	1149-0292		1890-01	1		1965-07	354	1221-1222	https://archive.org/details/pub_mercure-de-france-1890		pub_mercure-de-france-1890		fulltext		Mercure de France	serial								F	
Mercurius Musicus 1699-1702			1699-01			1702-01			https://archive.org/details/pub_mercurius-musicus		pub_mercurius-musicus		fulltext		Open Court Publishing Co	serial								F	
Mercury 1986-2007	0047-6773		1986-01	15	1	2007-12	36	1	https://archive.org/details/pub_mercury		pub_mercury		fulltext		Astronomical Society of the Pacific	serial								F	1055558654
Mercury Series	0316-1854		1984-01			1986-01			https://archive.org/details/pub_mercury-series		pub_mercury-series		fulltext		University of Ottawa Press	serial								F	
Mergent Bond Record	1532-5997		1984-04	51	4	2008-12	75	12	https://archive.org/details/pub_mergent-bond-record		pub_mergent-bond-record		fulltext		Mergent, Inc.	serial								F	
Mergent's Handbook of Common Stocks	1547-8343		1964-01			1993-09			https://archive.org/details/pub_mergents-handbook-of-common-stocks		pub_mergents-handbook-of-common-stocks		fulltext		Mergent, Inc.	serial								F	
Mergers & Acquisitions Report 1992-1993	1099-3428		1992-01	5	1	1993-12	6	51	https://archive.org/details/pub_mergers-acquisitions-report		pub_mergers-acquisitions-report		fulltext		Thomson Financial	serial								F	1097136751
Mergers and Acquisitions 1965-2013	0026-0010		1965-09	1	1	2013-12	48	12	https://archive.org/details/pub_mergers-and-acquisitions		pub_mergers-and-acquisitions		fulltext		SourceMedia	serial								F	924249476
Meridian 1973	1040-7421		1973-09	11	1	1974-07	11	30	https://archive.org/details/pub_meridian		pub_meridian		fulltext		NAP Title Bucket	serial								F	1023098010
Merlin	0543-5277		1952-01	1-2		1952-01	1-2		https://archive.org/details/pub_merlin-1952		pub_merlin-1952		fulltext		Librairie Mistral	serial								F	
Merrill-Palmer Quarterly 1954-2014	0272-930X		1954-09	1		2014-10	60	4	https://archive.org/details/pub_merrill-palmer-quarterly		pub_merrill-palmer-quarterly		fulltext		Wayne State University Press	serial								F	8798266
Merrimack Magazine and Ladies Literary Cabinet 1805-1806			1805-08	1	1	1806-08	1	52	https://archive.org/details/pub_merrimack-magazine-and-ladies-literary-cabinet		pub_merrimack-magazine-and-ladies-literary-cabinet		fulltext		Open Court Publishing Co	serial								F	
Merrimack Magazine, and Monthly Register, of Politics, Agriculture, Literature, and Religion 1825			1825-01	1	1	1825-07	1	7	https://archive.org/details/pub_merrimack-magazine-and-monthly-register		pub_merrimack-magazine-and-monthly-register		fulltext		Open Court Publishing Co	serial								F	
Merrimack Miscellany 1805			1805-06	1	1	1805-10	1	18	https://archive.org/details/pub_merrimack-miscellany		pub_merrimack-miscellany		fulltext		Open Court Publishing Co	serial								F	
Merry England 1883-1895			1883-05	1		1895-03	24	140	https://archive.org/details/pub_merry-england		pub_merry-england		fulltext		Open Court Publishing Co	serial								F	
Merry's Museum 1841-1850			1841-02	1		1850-07	20		https://archive.org/details/pub_merrys-museum		pub_merrys-museum		fulltext		Open Court Publishing Co	serial								F	
The Merton Seasonal	0899-4927		1980-12	6	1	2008-12	33	4	https://archive.org/details/pub_merton-seasonal		pub_merton-seasonal		fulltext		Thomas Merton Center at Bellarmine University	serial								F	11015570
Message of the East			1949-03	38	1	1961-12	50	4	https://archive.org/details/pub_message-of-the-east		pub_message-of-the-east		fulltext		Vedanta Centre	serial								F	2948513
Le Nouveau Messager	2118-0059		1971-01		1	1984-12		52-53	https://archive.org/details/pub_messager-evangelique		pub_messager-evangelique		fulltext		Association Le Messager évangélique	serial								F	762840428
Messenger	0026-0355		1963-03	112	11	2016-12	165	10	https://archive.org/details/pub_messenger-church-of-the-brethren		pub_messenger-church-of-the-brethren		fulltext		Church of the Brethren	serial								F	14711913
Messenger of Peace 1824-1825			1824-03	1	1	1825-02	1	26	https://archive.org/details/pub_messenger-of-peace		pub_messenger-of-peace		fulltext		Open Court Publishing Co	serial								F	
Mesures	1245-8686		1939-01	5	1	1939-10	5	4	https://archive.org/details/pub_mesures-1935		pub_mesures-1935		fulltext		Adrienne Monnier	serial								F	9227077
Meta 1976-1996	0026-0452		1976-03	21	1	1996-12	41	4	https://archive.org/details/pub_meta		pub_meta		fulltext		Presses De L'universite De Montreal	serial								F	5314805
Metabolic, Pediatric and Systemic Ophthalmology	0882-889X		1977-01	1		1983-01	7		https://archive.org/details/pub_metabolic-ophthalmology		pub_metabolic-ophthalmology		fulltext		Opto Education Corporation	serial								F	12001721
Metabolism: Clinical and Experimental 1972-2005	0026-0495		1952-01	1	1	2005-12	54	12	https://archive.org/details/pub_metabolism-clinical-and-experimental		pub_metabolism-clinical-and-experimental		fulltext		ELSEVIER LTD.	serial								F	1223045687
Metai	0134-3211		1964-01		1	1979-01		8	https://archive.org/details/pub_metai		pub_metai		fulltext		Leituvos Rasytoju Sajungos Menrastis	serial								F	24237619
Metal Building Review 1972-1973	0026-0525		1972-01			1973-12			https://archive.org/details/pub_metal-building-review		pub_metal-building-review		fulltext		Nickerson And Collins Company	serial								F	2448542
Metal/Center News 1991-2001	0539-4511		1991-01	31	1	2001-12	41	13	https://archive.org/details/pub_metal-center-news		pub_metal-center-news		fulltext			serial								F	2448555
Welding and Metal Fabrication	0043-2245		1972-01	4	1	1973-12	5	12	https://archive.org/details/pub_metal-construction-and-british-welding-journal		pub_metal-construction-and-british-welding-journal		fulltext		Media Scores Ltd.	serial								F	750462628
Metal Finishing 1903-2013	0026-0576		1903-01	1	1	2013-11	111	6	https://archive.org/details/pub_metal-finishing		pub_metal-finishing		fulltext		ELSEVIER LTD.	serial								F	1757174
Metal Finishing Journal 1955-1974	0026-0592		1955-01	1	1	1974-09	20	236	https://archive.org/details/pub_metal-finishing-journal		pub_metal-finishing-journal		fulltext		Industrial Newspapers Ltd	serial								F	637627935
Metal Heat Treating 1995	1075-5594		1995-01	2	1	1995-11	2	6	https://archive.org/details/pub_metal-heat-treating		pub_metal-heat-treating		fulltext		Penton Media	serial								F	649142175
Metal Industry 1958-1961	0368-9387		1958-01	92		1961-12	99	26	https://archive.org/details/pub_metal-industry		pub_metal-industry		fulltext		Iliffe & Sons	serial								F	637447712
Metal Producing & Processing 1963-2009	1547-1411		1963-11	1	1	2009-03	47	2	https://archive.org/details/pub_metal-producing-processing		pub_metal-producing-processing		fulltext		Penton Business Media, Inc.	serial								F	51787000
Metal Progress 1930-1986	0026-0665		1930-09	18		1986-09	129	4	https://archive.org/details/pub_metal-progress		pub_metal-progress		fulltext		ASM International	serial								F	1757178
Metal Science	0306-3453		1967-01	1	none	1984-12	18	12	https://archive.org/details/pub_metal-science		pub_metal-science		fulltext		The Metals Society	serial								F	1587489
Metal Treating 1950-1974	0026-0711		1950-09	1	1	1974-04	24	7	https://archive.org/details/pub_metal-treating		pub_metal-treating		fulltext		Temple Publications Inc	serial								F	1926700
Metallic Shifts in NMR			1977-01	20		1977-01	20		https://archive.org/details/pub_metallic-shifts-nmr		pub_metallic-shifts-nmr		fulltext		Pergamon Press	serial								F	1974169
Materials Characterization	1044-5803		1972-02	5	1	1976-12	9	6	https://archive.org/details/pub_metallography		pub_metallography		fulltext		Elsevier Inc.	serial								F	781522692
Metallurgia 1929-1971	0026-0835		1929-11	1	1	1971-07	83	501	https://archive.org/details/pub_metallurgia-1929		pub_metallurgia-1929		fulltext		DMG World Media (UK) Limited	serial								F	1198564685
Metallurgia 1958-2003	0141-8602		1958-01	25	148	2003-03	70	3	https://archive.org/details/pub_metallurgia-1958		pub_metallurgia-1958		fulltext		Industrial Newspapers Ltd	serial								F	5326930
La Metallurgia Italiana 1973	0026-0843		1973-01	65	1	1973-12	65	12	https://archive.org/details/pub_metallurgia-italiana		pub_metallurgia-italiana		fulltext		Associazione Italiana di Metallurgia	serial								F	2448568
Metallurgical and Materials Transactions. A 1982-2008	1073-5623		1975-01	6A	1	2008-12	39A	13	https://archive.org/details/pub_metallurgical-and-materials-transactions-nl		pub_metallurgical-and-materials-transactions-nl		fulltext		Springer Science & Business Media	serial								F	1201537564
